      1000	  84155.99421342
      2000	  84654.49028819
      3000	  84148.84984775
      4000	  84714.93870434
      5000	  84450.75704791
      6000	  84263.27240942
      7000	  84625.08558821
      8000	  84189.81383270
      9000	  84162.78859636
     10000	  84571.01251944
     11000	  84410.06345331
     12000	  84539.97963444
     13000	  84643.73928823
     14000	  84375.73110682
     15000	  84397.38002199
     16000	  84426.49741988
     17000	  84585.67087257
     18000	  84096.07597317
     19000	  84221.03172750
     20000	  84412.65023280
     21000	  84093.85725013
     22000	  84450.58269235
     23000	  84355.39061935
     24000	  84671.23401882
     25000	  84531.69759285
     26000	  83978.39470376
     27000	  84312.01100799
     28000	  84311.48582043
     29000	  84323.41769277
     30000	  84617.31604478
     31000	  84376.09232521
     32000	  84771.29194784
     33000	  84514.48326439
     34000	  84246.12571692
     35000	  84679.84885154
     36000	  84011.53747361
     37000	  84475.01720727
     38000	  84298.14281609
     39000	  84238.87915225
     40000	  84489.47527321
     41000	  84373.15845770
     42000	  84475.53214692
     43000	  84399.50879921
     44000	  84165.14245574
     45000	  84273.61694841
     46000	  84364.30499327
     47000	  84320.08250158
     48000	  84174.87131968
     49000	  84008.78191041
     50000	  84345.17031237
     51000	  84335.60315610
     52000	  84432.13620685
     53000	  84435.30721094
     54000	  84529.39603578
     55000	  84251.78893708
     56000	  84767.36059814
     57000	  84428.85994427
     58000	  84415.23070818
     59000	  84514.30779902
     60000	  84574.69837131
     61000	  84152.41915348
     62000	  84309.00284796
     63000	  84224.94653536
     64000	  84452.29649431
     65000	  84387.95181329
     66000	  84467.53428633
     67000	  84408.05901224
     68000	  84296.48892921
     69000	  84793.80111628
     70000	  84464.06636961
     71000	  84492.91803283
     72000	  84106.04774811
     73000	  84151.82892024
     74000	  84350.72403061
     75000	  84452.49656827
     76000	  84245.24881972
     77000	  84432.43322177
     78000	  84454.56783348
     79000	  84336.49905862
     80000	  84445.47340693
     81000	  84469.76257751
     82000	  84322.45540755
     83000	  84516.07071991
     84000	  84276.49762563
     85000	  84346.16113509
     86000	  84325.12133730
     87000	  84344.17512692
     88000	  84332.61442517
     89000	  84535.86680445
     90000	  84300.86768475
     91000	  84393.62892892
     92000	  84590.79880085
     93000	  84241.05990368
     94000	  84101.91426565
     95000	  84048.05603993
     96000	  84294.31972681
     97000	  84263.61038757
     98000	  84365.86565246
     99000	  84446.90591650
    100000	  84543.49371075
