the largest 10 xmax
 xmax =    66.304000000000002      ymax =    29.522500000000001      zmax =    34.734499999999997     
 xmax =    66.221000000000004      ymax =    27.759999999999998      zmax =    35.928500000000000     
 xmax =    65.688000000000002      ymax =    27.711500000000001      zmax =    35.941500000000005     
 xmax =    65.647000000000006      ymax =    30.518999999999998      zmax =    30.404000000000000     
 xmax =    65.605000000000004      ymax =    30.862500000000001      zmax =    32.502499999999998     
 xmax =    65.503000000000000      ymax =    29.812500000000000      zmax =    32.771500000000003     
 xmax =    65.333500000000001      ymax =    33.948499999999996      zmax =    32.508000000000003     
 xmax =    65.299999999999997      ymax =    29.698999999999998      zmax =    32.402000000000001     
 xmax =    65.173499999999990      ymax =    28.871000000000002      zmax =    33.174999999999997     
 xmax =    65.091999999999999      ymax =    26.569000000000003      zmax =    36.824500000000000     
the largest 10 ymax
 xmax =    64.247000000000000      ymax =    34.740499999999997      zmax =    33.347999999999999     
 xmax =    64.933500000000009      ymax =    34.355000000000004      zmax =    33.053500000000000     
 xmax =    63.273499999999999      ymax =    33.980500000000006      zmax =    33.405000000000001     
 xmax =    65.333500000000001      ymax =    33.948499999999996      zmax =    32.508000000000003     
 xmax =    63.258499999999998      ymax =    33.575000000000003      zmax =    35.204000000000001     
 xmax =    63.272500000000001      ymax =    33.403499999999994      zmax =    33.816500000000005     
 xmax =    64.951999999999998      ymax =    32.500500000000002      zmax =    33.269500000000001     
 xmax =    64.467500000000001      ymax =    32.149000000000001      zmax =    34.480000000000004     
 xmax =    60.615499999999997      ymax =    31.866500000000002      zmax =    39.606999999999999     
 xmax =    62.014499999999998      ymax =    31.735999999999997      zmax =    34.424500000000002     
the largest 10 zmax
 xmax =    61.202500000000001      ymax =    31.573499999999999      zmax =    39.619500000000002     
 xmax =    60.615499999999997      ymax =    31.866500000000002      zmax =    39.606999999999999     
 xmax =    62.090000000000003      ymax =    29.105499999999999      zmax =    39.373999999999995     
 xmax =    60.856999999999999      ymax =    29.754500000000000      zmax =    39.347000000000001     
 xmax =    59.028000000000006      ymax =    30.183999999999997      zmax =    39.229500000000002     
 xmax =    63.192999999999998      ymax =    26.741000000000000      zmax =    39.004999999999995     
 xmax =    61.552500000000002      ymax =    27.161000000000001      zmax =    38.521999999999998     
 xmax =    63.835499999999996      ymax =    28.081000000000003      zmax =    38.395499999999998     
 xmax =    62.510500000000000      ymax =    29.119000000000000      zmax =    38.187500000000000     
 xmax =    60.943500000000000      ymax =    28.338000000000001      zmax =    38.103000000000002     
