   10	  -123.80620000
   20	   -82.06640000
   30	   -83.16480000
   40	   -30.33410000
   50	   -56.69320000
   60	  -127.77430000
   70	   -72.80780000
   80	   -46.34940000
   90	   -39.53850000
  100	   -80.22450000
  110	   -88.54630000
  120	   -92.15990000
  130	  -103.69010000
  140	  -141.95820000
  150	  -110.88380000
  160	  -116.59250000
  170	  -108.18870000
  180	  -139.00930000
  190	  -123.20800000
  200	    -8.80910000
  210	   -92.03780000
  220	  -130.58070000
  230	   -52.98390000
  240	   -29.66120000
  250	   -37.16330000
  260	   -46.98550000
  270	  -116.32510000
  280	   -63.11380000
  290	   -68.68270000
  300	   -84.49730000
  310	   -94.57870000
  320	   -81.87930000
  330	   -49.22420000
  340	  -106.95100000
  350	  -140.91850000
  360	  -166.56370000
  370	  -152.37230000
  380	  -154.10250000
  390	  -107.23150000
  400	  -102.88110000
  410	  -138.59280000
  420	  -121.11580000
  430	  -104.65850000
  440	  -134.18620000
  450	  -142.66410000
  460	  -147.81840000
  470	  -144.43740000
  480	  -133.38830000
  490	  -114.09590000
  500	  -100.83920000
  510	   -91.13320000
  520	   -67.39260000
  530	  -123.39820000
  540	  -168.47200000
  550	  -155.30620000
  560	  -119.51950000
  570	  -176.35070000
  580	  -103.65640000
  590	  -123.25940000
  600	   -77.87650000
  610	   -83.00430000
  620	   -92.05820000
  630	   -61.14470000
  640	   -85.24610000
  650	  -164.45120000
  660	  -128.27050000
  670	  -130.74670000
  680	  -132.23830000
  690	  -152.70000000
  700	   -76.74360000
  710	  -112.68150000
  720	  -135.77910000
  730	  -146.07510000
  740	  -115.42370000
  750	  -118.81250000
  760	   -93.86490000
  770	   -38.87480000
  780	   -36.06910000
  790	  -105.89740000
  800	  -101.80930000
  810	  -101.57810000
  820	  -108.16040000
  830	   -98.43920000
  840	   -68.38220000
  850	   -82.55150000
  860	   -66.70080000
  870	   -82.79480000
  880	  -121.78590000
  890	   -94.01740000
  900	  -123.64640000
  910	  -134.81960000
  920	   -98.64040000
  930	  -120.19860000
  940	  -135.09830000
  950	  -143.92920000
  960	   -79.53460000
  970	  -181.70110000
  980	  -155.57240000
  990	   -85.66400000
 1000	  -166.79810000
 1010	  -138.17040000
 1020	  -140.55470000
 1030	  -106.85790000
 1040	  -111.53610000
 1050	  -117.26570000
 1060	  -116.60360000
 1070	   -77.51150000
 1080	  -114.25750000
 1090	   -95.52630000
 1100	  -115.03170000
 1110	   -41.83440000
 1120	   -25.23490000
 1130	   -93.21780000
 1140	   -79.87200000
 1150	   -96.44750000
 1160	   -93.24300000
 1170	   -85.44120000
 1180	   -96.58650000
 1190	  -135.10090000
 1200	  -113.57990000
 1210	  -135.28050000
 1220	  -136.62690000
 1230	   -97.10040000
 1240	  -106.07990000
 1250	  -100.17430000
 1260	   -65.64250000
 1270	  -126.76050000
 1280	  -109.12960000
 1290	   -90.03220000
 1300	   -97.87460000
 1310	  -142.53760000
 1320	   -76.43780000
 1330	   -89.12290000
 1340	  -119.26450000
 1350	   -97.12360000
 1360	   -94.81430000
 1370	  -112.15070000
 1380	  -121.97140000
 1390	   -89.69440000
 1400	   -99.66350000
 1410	  -116.72040000
 1420	  -139.43970000
 1430	  -115.29160000
 1440	  -129.07180000
 1450	  -104.41850000
 1460	  -100.23290000
 1470	  -141.57170000
 1480	  -133.24400000
 1490	   -95.89260000
 1500	  -162.83550000
 1510	  -161.19570000
 1520	  -117.15590000
 1530	   -66.28570000
 1540	   -92.92110000
 1550	  -180.47300000
 1560	  -141.87270000
 1570	  -141.03200000
 1580	  -145.60910000
 1590	  -147.16550000
 1600	  -151.68040000
 1610	   -54.30840000
 1620	  -114.51790000
 1630	  -153.77050000
 1640	  -150.67380000
 1650	  -130.93190000
 1660	  -121.03100000
 1670	  -115.82080000
 1680	  -145.85680000
 1690	  -132.51230000
 1700	  -128.59910000
 1710	  -148.57060000
 1720	  -133.85840000
 1730	  -131.90620000
 1740	  -192.50080000
 1750	  -163.78250000
 1760	  -145.79560000
 1770	  -184.87090000
 1780	  -182.65310000
 1790	  -165.86690000
 1800	  -132.39200000
 1810	  -191.95790000
 1820	  -215.31200000
 1830	  -168.85220000
 1840	  -137.65230000
 1850	  -111.84510000
 1860	  -130.58720000
 1870	  -132.62600000
 1880	  -168.86170000
 1890	  -119.89620000
 1900	  -123.09370000
 1910	  -124.58960000
 1920	   -70.89760000
 1930	  -151.04460000
 1940	   -97.91380000
 1950	   -88.33360000
 1960	  -107.66620000
 1970	  -149.22180000
 1980	   -93.93960000
 1990	   -67.95450000
 2000	   -66.30810000
 2010	  -103.37910000
 2020	  -102.68360000
 2030	  -102.67220000
 2040	   -49.56920000
 2050	  -100.11770000
 2060	  -120.68330000
 2070	  -105.76780000
 2080	   -92.08220000
 2090	  -104.14030000
 2100	  -115.18650000
 2110	  -129.77230000
 2120	   -67.31680000
 2130	   -76.45980000
 2140	   -96.60310000
 2150	  -100.68150000
 2160	  -129.22510000
 2170	   -63.07600000
 2180	  -150.89320000
 2190	   -76.55050000
 2200	   -77.86350000
 2210	   -64.04660000
 2220	   -97.82360000
 2230	   -62.18530000
 2240	  -100.92650000
 2250	  -108.85400000
 2260	   -57.87410000
 2270	   -79.63110000
 2280	  -110.54630000
 2290	   -46.00580000
 2300	  -111.66570000
 2310	   -86.96290000
 2320	   -79.32140000
 2330	  -120.50250000
 2340	   -72.63710000
 2350	   -94.09530000
 2360	  -102.25450000
 2370	  -116.98670000
 2380	  -108.85720000
 2390	  -114.50800000
 2400	  -132.56140000
 2410	  -144.53550000
 2420	  -100.57790000
 2430	  -121.78020000
 2440	  -136.78510000
 2450	   -80.27160000
 2460	  -103.41330000
 2470	   -97.72500000
 2480	  -108.19630000
 2490	  -101.58480000
 2500	   -59.81420000
 2510	   -90.74180000
 2520	   -86.58690000
 2530	  -152.61920000
 2540	  -116.89290000
 2550	  -157.68620000
 2560	   -93.80050000
 2570	  -149.83910000
 2580	  -163.51970000
 2590	  -100.84980000
 2600	  -155.62780000
 2610	  -152.69720000
 2620	  -155.94310000
 2630	  -116.65820000
 2640	   -91.49560000
 2650	  -111.62830000
 2660	  -140.11660000
 2670	  -122.79560000
 2680	   -91.58580000
 2690	  -136.32850000
 2700	  -114.53700000
 2710	  -144.17140000
 2720	  -131.19380000
 2730	  -101.39120000
 2740	  -137.49390000
 2750	  -155.57800000
 2760	  -159.92470000
 2770	  -135.96190000
 2780	  -115.38140000
 2790	  -150.39790000
 2800	  -152.03020000
 2810	  -208.00010000
 2820	  -195.99200000
 2830	  -151.85170000
 2840	  -169.87080000
 2850	  -188.72880000
 2860	  -225.84400000
 2870	  -173.96200000
 2880	  -133.71320000
 2890	  -129.32830000
 2900	  -127.06380000
 2910	  -142.35370000
 2920	  -137.06520000
 2930	  -119.62750000
 2940	  -129.82630000
 2950	  -134.36690000
 2960	  -157.46110000
 2970	  -172.86690000
 2980	  -174.89320000
 2990	  -169.55110000
 3000	  -153.60800000
 3010	  -118.09170000
 3020	  -166.69770000
 3030	  -104.99130000
 3040	  -146.03260000
