#Frame   ETOTAL_00000  EBOND_00001 EANGLE_00002 EDIHEDRAL_00003  E14LJ_00004 E14ELEC_00005    ELJ_00006  EELEC_00007
       1    -123.8062     107.2920     269.7366        445.3297     140.8042     1844.1102    -253.4168   -2677.6622
       2     -82.0664     100.3296     278.1699        439.5663     141.0710     1840.3853    -256.6435   -2624.9451
       3     -83.1648     133.5517     281.4598        451.0423     140.0588     1839.5852    -237.0644   -2691.7982
       4     -30.3341     112.4942     278.3866        441.0487     150.7277     1862.5857    -247.1398   -2628.4371
       5     -56.6932     118.7614     272.2839        447.2573     137.1551     1828.5640    -237.6805   -2623.0343
       6    -127.7743      95.1761     295.6791        433.8949     133.1722     1821.2484    -242.0607   -2664.8844
       7     -72.8078     113.5946     277.3722        440.9727     134.6130     1835.2108    -248.7353   -2625.8359
       8     -46.3494     103.4310     263.4242        441.7669     140.2199     1830.3645    -245.1582   -2580.3977
       9     -39.5385     109.3514     292.0323        436.6715     143.3710     1833.5480    -245.7443   -2608.7685
      10     -80.2245     106.3986     273.1400        432.2536     146.4076     1834.5962    -254.5340   -2618.4866
      11     -88.5463     127.4222     276.9366        436.5645     136.4633     1829.2473    -254.8102   -2640.3699
      12     -92.1599     111.5581     290.6600        438.7895     142.0395     1833.7860    -248.9423   -2660.0507
      13    -103.6901     111.3578     290.7111        449.5543     131.4853     1813.0834    -244.4287   -2655.4533
      14    -141.9582     106.6797     263.1102        449.2545     142.1280     1830.8021    -241.1440   -2692.7888
      15    -110.8838      88.6394     303.8177        439.8453     145.6620     1843.0480    -246.4237   -2685.4725
      16    -116.5925     106.3078     283.1607        433.8137     139.5578     1844.7188    -249.7570   -2674.3943
      17    -108.1887     104.2826     286.0223        443.2209     137.4653     1833.5415    -257.8327   -2654.8884
      18    -139.0093     125.5013     269.5450        438.6363     137.9299     1829.0037    -245.7135   -2693.9120
      19    -123.2080     110.2850     263.2242        446.7816     140.8406     1823.5397    -254.7747   -2653.1043
      20      -8.8091     115.0879     307.8667        446.3918     136.6471     1843.5667    -248.6442   -2609.7251
      21     -92.0378     109.6693     276.8869        437.8600     145.2353     1861.1824    -253.9628   -2668.9090
      22    -130.5807      98.6787     272.7526        427.0723     146.3844     1837.6021    -245.0287   -2668.0421
      23     -52.9839     104.0456     302.1389        443.5774     136.4190     1823.3229    -233.1559   -2629.3318
      24     -29.6612     111.6818     265.5209        436.5496     140.4736     1838.9872    -252.0085   -2570.8658
      25     -37.1633     114.8359     307.8775        434.4496     137.0967     1818.0794    -253.9952   -2595.5071
      26     -46.9855     111.9294     300.0133        448.4279     138.8461     1806.4163    -239.0159   -2613.6026
      27    -116.3251     108.6787     270.2404        446.4735     136.9857     1833.2670    -255.2073   -2656.7630
      28     -63.1138     117.5753     285.1211        445.0015     133.7372     1820.2722    -241.5877   -2623.2335
      29     -68.6827     113.6606     283.3354        435.3934     132.9843     1803.0814    -255.5857   -2581.5522
      30     -84.4973     126.8992     283.8041        447.0922     137.6162     1815.8053    -230.3473   -2665.3670
      31     -94.5787     101.8439     268.8551        432.0331     135.7978     1822.5688    -239.6751   -2616.0024
      32     -81.8793     114.1435     285.5686        440.6006     146.2229     1836.8207    -255.1656   -2650.0701
      33     -49.2242     105.0239     312.6707        439.5607     139.3530     1822.1666    -249.5856   -2618.4136
      34    -106.9510     102.7547     290.3966        446.0506     139.6585     1832.8064    -245.6921   -2672.9257
      35    -140.9185     114.0703     279.7433        443.3500     136.5177     1837.2845    -247.5572   -2704.3272
      36    -166.5637      94.2568     275.8713        444.3720     139.1613     1825.7113    -254.1880   -2691.7483
      37    -152.3723     101.8682     264.2224        431.6719     145.1969     1820.9300    -255.0207   -2661.2410
      38    -154.1025     109.8179     282.5921        441.5297     137.9549     1820.3537    -243.8974   -2702.4533
      39    -107.2315     110.2155     295.1253        443.2094     148.9308     1808.1780    -242.0641   -2670.8265
      40    -102.8811      98.2133     294.2827        435.7309     143.4708     1832.9106    -236.6919   -2670.7976
      41    -138.5928     113.8146     269.1960        430.2320     140.5957     1830.4550    -254.7414   -2668.1447
      42    -121.1158     106.4707     296.1894        431.8444     133.3303     1804.7706    -239.4465   -2654.2746
      43    -104.6585     104.8070     297.9937        432.1463     137.2188     1824.0809    -255.6120   -2645.2931
      44    -134.1862     112.7622     284.8963        438.3196     138.7361     1825.4070    -252.2354   -2682.0720
      45    -142.6641     102.4825     303.9749        435.0355     133.4481     1823.2381    -243.1345   -2697.7087
      46    -147.8184     108.7505     298.4876        440.8202     134.8071     1821.3828    -238.6603   -2713.4063
      47    -144.4374     119.0246     282.2949        440.0346     137.8972     1807.6346    -253.9126   -2677.4107
      48    -133.3883     107.9324     305.6986        448.6545     136.5419     1805.7064    -263.6578   -2674.2642
      49    -114.0959     108.6389     277.9689        457.3941     134.9090     1811.4620    -255.9582   -2648.5105
      50    -100.8392     114.8535     288.3095        433.2325     138.1968     1831.1554    -252.0784   -2654.5086
      51     -91.1332      99.6416     285.8979        435.8072     138.3448     1836.9690    -262.7382   -2625.0555
      52     -67.3926     112.7977     304.2890        444.3729     139.2904     1810.2509    -245.2799   -2633.1135
      53    -123.3982     118.0676     300.5434        460.3390     137.3464     1812.1172    -236.1536   -2715.6583
      54    -168.4720     101.2741     293.5223        448.4228     140.3033     1805.2799    -249.4102   -2707.8641
      55    -155.3062     123.0884     278.9327        447.4292     135.2192     1828.8177    -243.5083   -2725.2851
      56    -119.5195     106.5145     311.1153        447.6727     136.2697     1824.1392    -249.2664   -2695.9644
      57    -176.3507     101.9946     275.8236        441.4515     129.3514     1816.8251    -242.4850   -2699.3121
      58    -103.6564     127.9088     284.2484        448.4665     131.9130     1810.8486    -246.0314   -2661.0103
      59    -123.2594     105.8918     276.3941        433.9557     146.6451     1838.4505    -259.7717   -2664.8247
      60     -77.8765     118.0585     304.4020        446.3867     143.9012     1808.5922    -240.2767   -2658.9405
      61     -83.0043     102.2010     285.7119        453.9131     145.9430     1825.9035    -237.2432   -2659.4336
      62     -92.0582     110.9077     287.9914        436.9926     135.4977     1809.8659    -246.4911   -2626.8223
      63     -61.1447     110.8706     298.3041        446.7692     152.7380     1826.7415    -256.1205   -2640.4477
      64     -85.2461     122.1006     296.5052        441.4842     138.7137     1816.1632    -237.3521   -2662.8610
      65    -164.4512     111.8701     269.3960        440.0065     142.3328     1821.5155    -250.6668   -2698.9053
      66    -128.2705     119.8924     259.8455        427.6296     141.8739     1796.9816    -252.2002   -2622.2931
      67    -130.7467     108.5380     286.0992        442.2670     143.9761     1845.9378    -251.9564   -2705.6084
      68    -132.2383     114.4339     276.9470        440.8376     141.2498     1822.5498    -257.9543   -2670.3021
      69    -152.7000     123.6581     278.1287        432.0991     133.2303     1819.6134    -258.3021   -2681.1274
      70     -76.7436     107.7788     289.4086        438.8755     141.4375     1803.0786    -233.6203   -2623.7023
      71    -112.6815      93.0861     315.0805        437.1200     139.9625     1812.2670    -257.1951   -2653.0025
      72    -135.7791     108.5540     301.4413        439.5255     145.6060     1824.4392    -241.1181   -2714.2270
      73    -146.0751     116.5437     284.5229        451.7254     145.5348     1840.5186    -245.2526   -2739.6679
      74    -115.4237     109.1327     292.0902        444.3375     141.8175     1820.5358    -245.7748   -2677.5627
      75    -118.8125     100.1914     290.1423        444.9570     140.7254     1803.4544    -244.2906   -2653.9924
      76     -93.8649     113.2213     267.9694        438.5020     140.3584     1817.4501    -252.6798   -2618.6862
      77     -38.8748     119.4554     279.1911        436.0655     145.9705     1825.5266    -241.2598   -2603.8242
      78     -36.0691     118.9784     276.7858        438.8552     144.6640     1826.6226    -249.6078   -2592.3674
      79    -105.8974     105.7305     282.0443        442.0289     132.4366     1823.4164    -241.4851   -2650.0690
      80    -101.8093     109.1372     274.5221        442.8418     135.4549     1827.4703    -250.8226   -2640.4130
      81    -101.5781     108.0536     301.1039        431.5153     134.3368     1811.1711    -246.1910   -2641.5677
      82    -108.1604     113.6242     275.4552        427.1100     144.5231     1829.5360    -236.0444   -2662.3644
      83     -98.4392     115.9882     279.4075        444.5094     133.0405     1806.6292    -251.9212   -2626.0929
      84     -68.3822     120.8827     283.2311        457.1919     140.5299     1829.8258    -239.2082   -2660.8354
      85     -82.5515     127.5049     283.7599        432.0191     135.8421     1819.7551    -250.6509   -2630.7816
