#Frame   ETOTAL_00016  EBOND_00017 EANGLE_00018 EDIHEDRAL_00019  E14LJ_00020 E14ELEC_00021    ELJ_00022  EELEC_00023
       1   -2331.4119     659.9680    1504.2717       2675.7711     758.0453     7708.4502   -1544.8675  -14093.0508
       2   -2145.7345     652.3361    1596.4019       2666.2261     758.6075     7653.8324   -1537.4546  -13935.6840
       3   -2412.3757     624.7582    1555.0059       2614.9008     771.6362     7733.0573   -1541.4524  -14170.2816
       4   -2287.8483     598.9011    1543.7966       2644.7920     783.6834     7707.7964   -1541.9484  -14024.8694
       5   -2300.8613     622.4900    1543.1315       2640.7953     772.0444     7676.0003   -1538.0556  -14017.2672
       6   -2122.2461     668.1853    1557.9835       2636.7870     782.3055     7712.8773   -1560.6181  -13919.7667
       7   -2102.7334     667.0735    1515.8685       2608.9561     774.1254     7655.4360   -1518.8281  -13805.3648
       8   -2188.8127     612.2485    1568.2776       2629.7896     788.7137     7647.7543   -1523.2647  -13912.3317
       9   -2150.3212     636.1951    1534.3988       2645.2431     764.8954     7728.1833   -1567.9496  -13891.2873
      10   -2173.9151     652.1617    1572.2951       2631.0271     753.5313     7674.6711   -1532.3593  -13925.2421
      11   -2139.0972     636.0685    1607.4437       2628.2460     753.4434     7644.8695   -1530.3171  -13878.8512
      12   -2225.3397     641.5330    1610.7723       2647.3834     764.0280     7677.0933   -1554.4947  -14011.6549
      13   -2088.9543     682.9213    1613.7080       2644.1143     747.5050     7644.7953   -1531.8840  -13890.1142
      14   -2184.6699     644.9125    1548.2831       2672.0529     758.9970     7702.5035   -1546.0755  -13965.3434
      15   -2298.7562     629.9936    1570.8038       2633.3522     765.0725     7685.4018   -1551.2829  -14032.0972
      16   -2217.5183     652.2190    1594.7933       2642.6862     767.0333     7683.4739   -1562.1382  -13995.5857
      17   -2262.1699     615.7646    1531.2494       2634.4227     776.4341     7670.3596   -1545.9872  -13944.4131
      18   -2073.0137     675.2630    1581.9611       2631.6945     775.4151     7705.4186   -1512.9091  -13929.8569
      19   -2109.6996     604.9071    1603.9850       2633.3202     773.0680     7673.0753   -1543.8830  -13854.1720
      20   -2119.6198     647.7665    1609.0299       2672.1131     746.3727     7705.7685   -1533.8362  -13966.8343
      21   -2027.6073     643.7325    1577.3285       2668.8006     755.7371     7679.5219   -1527.8800  -13824.8480
      22   -2223.8764     643.4969    1532.5980       2633.9174     767.1020     7679.8824   -1540.6812  -13940.1920
      23   -2236.9709     586.0922    1556.8980       2657.9845     770.7126     7674.8197   -1519.3827  -13964.0953
      24   -2091.5727     659.6083    1576.2962       2676.5070     752.4638     7749.4117   -1532.7263  -13973.1333
      25   -2181.6328     582.3023    1562.0372       2641.2138     759.8924     7676.8281   -1525.0633  -13878.8433
      26   -2219.5236     645.8611    1540.1719       2633.0205     770.4473     7667.6298   -1510.4846  -13966.1696
      27   -2210.2512     674.3485    1562.8520       2653.5934     773.5558     7712.4628   -1520.6037  -14066.4602
      28   -2192.5505     589.8632    1564.5228       2670.4210     767.2410     7696.9696   -1527.9473  -13953.6207
      29   -2120.4282     640.4032    1576.1632       2633.9265     744.5452     7711.1411   -1512.3186  -13914.2889
      30   -2267.1504     651.2112    1561.4374       2640.2388     743.7952     7656.6121   -1533.6822  -13986.7628
      31   -2302.7157     619.4944    1587.8184       2640.5346     779.8236     7691.2277   -1558.0102  -14063.6041
      32   -2207.8425     663.5432    1588.1594       2671.0092     769.9223     7690.6042   -1554.6870  -14036.3937
      33   -2200.3854     644.8500    1558.8567       2620.7093     766.2524     7664.1285   -1543.8440  -13911.3384
      34   -2124.3420     638.8590    1594.6735       2665.2873     771.8018     7627.3838   -1508.0657  -13914.2818
      35   -2164.6599     640.0868    1597.7417       2676.5290     783.1203     7694.8428   -1534.7673  -14022.2132
      36   -2174.2997     627.2253    1549.7036       2658.7693     766.1711     7662.6303   -1513.0049  -13925.7944
      37   -2272.4735     630.1294    1561.7304       2644.4161     743.0307     7627.2200   -1511.3290  -13967.6710
      38   -2277.1680     635.2070    1537.9795       2630.1170     752.1018     7594.7433   -1552.2398  -13875.0768
      39   -2170.0869     642.9766    1575.1684       2626.9264     760.1509     7623.1508   -1534.3080  -13864.1520
      40   -2186.3035     648.9586    1541.7950       2627.5462     774.5460     7711.8494   -1535.1911  -13955.8076
      41   -2117.0491     651.8686    1527.6493       2669.4566     770.2737     7718.4144   -1528.8538  -13925.8579
